,AAA10Y,BAA10Y,DEXCHUS,DEXUSEU,DEXUSUK,DFII10,DFII20,DFII30,DFII5,DFII7,DLTIIT,SP500,T10YIE,TEDRATE,WLEMUINDXD
2012/2/28,0.020920886,0.046533607,-0.248185282,0.595006935,0.500090243,-0.150649306,0.019881794,0.538971332,-0.025719274,-0.006639168,0.065787885,0.385069866,0.335027801,0.929110599,-0.056102903
2012/2/29,-1.575762396,-0.803078699,-0.563635645,-1.285781951,0.752054998,-0.355500656,0.058486306,0.248705146,-0.026563695,-0.052993126,0.345300608,-0.697241549,0.333534437,0.427676654,-0.19557864
2012/3/1,0.836808497,0.046533607,0.657708031,-0.537977564,0.038268565,-0.611227176,0.242769824,1.869832659,-0.016085512,-0.010625381,0.291996404,0.759759362,-0.000979199,-0.024836906,-0.458041319
2012/3/2,0.020920886,-0.38101323,-0.207541619,-1.650012668,-1.14248212,0.08297715,-0.020928691,0.221247534,0.018224697,0.03720917,0.00770732,-0.497822891,-1.00007966,0.416363815,-0.321103823
2012/3/5,0.827940154,0.904394576,0.840342044,0.348973845,0.222997535,-0.574008762,0.170703149,1.438535007,-0.039230844,-0.061449591,0.253229711,-0.581253539,-1.013520473,-0.885716362,0.806338484
2012/3/6,0.020920886,-0.379638482,0.148280043,-1.576864648,-1.713190258,0.103366367,-0.049182103,-0.934812619,0.030448264,0.11613618,-0.136332483,-2.119218781,-1.027327854,-0.024836906,-0.220383039
2012/3/7,0.819262527,0.474080445,0.138080744,0.508304097,0.317809097,0.095922685,0.00787871,-0.025870975,0.053373035,0.112377751,0.00770732,0.859054309,1.039558608,-0.024836906,-0.386420228
2012/3/8,0.020920886,0.046533607,0.61536009,1.532177188,0.89802332,-0.195057641,0.007324722,0.450502055,-0.004617071,0.03720917,0.085989821,1.249185281,1.367485674,-0.024836906,1.144693864
2012/3/9,0.415845208,0.046533607,-0.521574291,-2.081740476,-1.660641759,0.393669994,-0.04864902,-0.723617355,0.063489369,0.156795548,-0.104823776,0.421846922,1.343048801,-0.477350466,-0.423695625
2012/3/12,-1.157583441,-0.805810571,1.498613947,0.479965883,-0.707915745,-0.05295097,-0.13394234,-0.508053433,-0.025995936,-0.029489711,-0.032303737,-0.0423028,-0.000979199,-0.024836906,-0.199998315
2012/3/13,-1.176591575,-0.382396877,0.066748188,-0.447311882,1.432455427,-0.574008762,0.162718489,0.962603062,0.006650169,0.03720917,0.171388914,2.360969769,1.979693644,0.439584906,-0.39086947
2012/3/14,0.832350095,-0.383789509,0.482007344,-1.191108623,-0.565744153,-2.085076359,0.251141206,2.5629896,-0.127370683,-0.287784397,0.420321338,-0.223747685,0.642316254,-0.477350466,-0.286166391
2012/3/15,-1.183064616,0.046533607,-0.34827279,0.655463402,-0.18285933,0.393669994,-0.112752281,-1.066369962,0.006650169,0.066441396,-0.11436031,0.734234739,0.317942699,0.439584906,0.162505476
2012/3/16,-0.794966725,-1.248640853,-0.621847905,1.455436203,2.069495749,0.337842374,-0.069901272,-0.46519277,-0.030796834,-0.048893022,-0.057765318,0.085926604,0.95174951,-0.477350466,0.297058952
2012/3/19,-0.391555628,-0.389451655,-0.328492938,1.017886951,0.580882192,-2.137182138,0.105724537,1.097394977,-0.070513352,-0.144930082,0.211537229,0.467662696,0.626233868,-0.489258717,-0.366062342
2012/3/20,-0.393859966,-0.39089055,0.107396285,-0.274167266,-0.41038807,0.989164614,-0.020928691,-0.025870975,0.006650169,0.105841352,-0.022809588,-0.465025272,-0.000979199,-0.024836906,-0.299885898
2012/3/21,-1.23041236,-0.831211556,0.218897979,-0.444518826,-0.088458206,3.073395782,-0.114209798,-0.663596161,0.047721075,0.135867932,-0.085421863,-0.313998821,-0.934023431,0.452136847,-0.38381123
2012/3/22,0.020920886,0.488332006,-2.406133678,0.065390051,-0.457781862,-0.05295097,-0.020928691,0.193789922,-0.033137272,0.006257402,0.040443638,-1.027496438,-0.630816589,0.439584906,-0.068523148
2012/3/23,-0.403340672,0.046533607,0.301069716,0.987746827,0.674797384,1.119429062,-0.145435253,-1.112106182,0.020340471,0.068779974,-0.153051389,0.351987877,-0.318555436,-0.024836906,-0.146629473
2012/3/26,0.447620729,0.046533607,1.185521681,0.926186753,0.879929828,-0.905590993,0.142313247,1.583272807,-0.006894492,-0.055646135,0.219530559,1.793185209,-0.638822996,-0.477350466,-0.273117641
2012/3/27,1.293705559,1.367525498,-0.805904036,0.120992952,0.393968667,1.90101575,-0.118873853,-0.876171223,0.061411377,0.168754186,-0.118643385,-0.440452392,-0.322626926,-0.024836906,-0.097013617
2012/3/28,0.020920886,-0.389451655,-0.187034852,-0.496802425,-1.324303743,-0.533927394,0.005306621,-0.025870975,0.019775922,0.067565712,0.00770732,-0.724594031,-0.324007388,-0.024836906,-0.38850046
2012/3/29,0.020920886,0.046533607,0.11784421,-0.48409319,0.661266487,0.515475712,-0.072478776,-0.47012897,0.006650169,0.03720917,-0.060235984,-0.278791632,-0.325399751,0.904006718,-0.058326698
2012/3/30,1.272254132,1.796230237,-0.84758183,0.982506072,0.865882054,-1.014903817,0.139345212,1.337541491,0.006650169,0.03720917,0.219530559,0.430833455,0.324845771,-0.024836906,0.013811098
2012/4/2,0.020920886,0.478258427,0.026411064,-0.117761037,0.438641573,1.683908337,-0.141353071,-0.876171223,0.045625621,0.096776724,-0.118643385,0.939825872,1.296703008,-0.466037627,-0.341368585
2012/4/3,-0.389276753,-0.814112625,-0.054988949,0.177221699,-0.623856775,-1.839434828,0.136483178,1.084774011,-0.081591283,-0.163695944,0.177565578,-0.597161232,-0.000979199,-0.024836906,1.252583501
2012/4/4,0.845873915,0.912804978,-0.014290235,-2.95345289,-0.98118007,-0.574008762,-0.020928691,-0.025870975,-0.033983813,-0.028563337,-0.023335741,-1.428143706,-1.91451059,-0.024836906,-0.467797058
2012/4/5,0.428864692,0.476856723,1.491657823,-0.87574939,-0.64113011,1.822857081,-0.044625101,-0.446498225,0.048623732,0.140157443,-0.023880356,-0.147885425,-0.982704,-0.024836906,-0.27536196
2012/4/6,1.643779304,1.762255546,-0.735044418,0.366900801,0.651055216,3.073395782,-0.261777451,-1.530070598,0.03373949,0.198284699,-0.249506614,-0.063764065,-1.327244715,-0.024836906,2.652834671
2012/4/9,-0.773151548,-0.800364282,0.473528891,-0.019997047,0.038375437,0.142445702,-0.049736091,-0.491035228,-0.019874792,-0.021255281,-0.067313411,-1.582727735,-0.000979199,-0.024836906,-0.392373289
2012/4/10,0.422249387,1.325049875,0.036485603,-0.263210054,-0.479892194,1.234368281,-0.167846435,-1.454990066,0.115007453,0.340774591,-0.227140185,-2.348068642,0.674048317,-0.477350466,1.950470007
2012/4/11,2.815116629,0.89073437,-0.308766761,0.52439023,0.66204147,0.077313478,0.011719697,0.230875528,0.056579506,0.139050473,0.052719758,0.932377382,1.671588979,-0.024836906,-0.46732152
2012/4/12,-0.748465359,-0.372895253,-0.085403456,0.965895998,0.556194472,-0.42811258,0.042948589,0.987948551,-0.053406345,-0.106294483,0.139451042,1.77895513,-0.000979199,-0.024836906,-0.273485856
2012/4/13,0.020920886,0.046533607,-0.491817713,-1.256536913,-0.994341771,0.373369042,-0.112752281,-1.231327119,0.057073856,0.142445183,-0.196894673,-1.732052264,-0.982704,-0.024836906,-0.376601643
2012/4/16,-0.367800436,-0.374226773,1.287180005,-0.206066512,0.176861283,0.0721029,-0.086225466,-0.539363982,-0.005475527,0.03720917,-0.038459284,-0.131104361,-0.332545578,0.439584906,-0.076764086
2012/4/17,0.41168811,0.046533607,-1.384152389,0.810995447,0.776130918,-0.05295097,-0.089262525,-0.289464052,-0.005592121,0.01254448,-0.087055709,2.007260956,0.998121261,-0.024836906,0.089844117
2012/4/18,0.020920886,0.468633989,0.097567288,-0.005655783,1.037005295,-0.05295097,-0.020928691,-0.025870975,-0.018072124,-0.012903216,0.05772114,-0.60607652,-0.986991007,0.427676654,0.476500928
2012/4/19,1.575806176,0.046533607,0.016211038,0.151293673,0.449132381,-0.654171499,0.624076039,0.775594461,0.082285699,0.270108542,0.105031511,-0.857373931,-2.332213607,-0.024836906,-0.273703594
2012/4/20,0.401668438,0.888054368,0.504206723,1.149200636,0.755598393,0.393669994,-0.319744441,-0.539363982,0.042347312,0.104860893,-0.084625887,0.092603286,1.373734372,-0.466037627,-0.466276108
2012/4/23,0.020920886,-0.371572133,0.026343314,-1.167584638,-0.222858146,0.207577926,0.166625876,-0.816650206,0.029799225,0.102080685,-0.138278967,-1.188100089,-0.338492957,-0.024836906,11.00743399
2012/4/24,-0.357884076,-0.372895253,-0.126025411,1.120940015,0.390135807,-0.173195076,-0.104089678,0.523281268,0.040753689,0.057979436,0.113618939,0.428329227,1.016123072,-0.477350466,-0.452112406
2012/4/25,0.78241599,0.888054368,-0.359713737,0.051140565,0.140015451,-0.17800484,0.067221956,0.24128417,0.017721456,0.03720917,0.05772114,1.760930343,-0.000979199,-0.024836906,-0.450787783
2012/4/26,0.774685075,0.882745088,0.138184679,0.320421357,0.491053313,0.59837127,-0.214970994,-0.816650206,0.061529397,0.119211258,-0.235603158,0.829570821,0.668048072,-0.024836906,1.405778193
2012/4/27,0.020920886,0.046533607,0.382050233,0.23500523,0.591493461,0.05485409,-0.084805971,0.248705146,0.038217064,0.095673622,0.120238416,0.259103026,-0.332545578,-0.024836906,-0.334312739
2012/4/30,0.394015221,0.462017995,-3.091647398,-0.259906669,-0.142324908,-0.05295097,0.112632895,0.515758634,0.006650169,0.03720917,0.113618939,-0.583109502,-0.334012686,-0.489258717,-0.049363182
2012/5/1,0.763378612,0.874905606,3.037095832,-0.033847115,-0.029747023,-0.261374087,0.070894899,0.764908255,-0.013885284,-0.00037512,0.107734961,0.692940203,0.333534437,0.452136847,-0.199152153
2012/5/2,-1.081739103,-1.188306639,-0.207272061,-1.010623216,-0.300338274,-0.05295097,-0.020928691,-0.532780738,0.006650169,0.03720917,-0.134437223,-0.397656293,-0.667046173,0.439584906,-0.456482854
2012/5/3,0.020920886,-0.368950781,-0.197170199,-0.091023283,-0.075010787,-0.164606211,0.238337917,0.494378518,-0.024657981,0.01795868,0.059150106,-1.087974419,-0.336986199,-0.477350466,0.406836669
2012/5/4,0.394015221,0.46332455,0.056850054,-0.788890187,-0.402733671,0.294420891,-0.36373676,-0.532780738,-0.036146406,-0.118696033,-0.092320321,-2.223133384,-0.676006715,0.904006718,-0.165977873
2012/5/7,-0.72153684,-0.368950781,0.138136319,-0.549167376,0.513644672,-0.365585645,0.298457709,-0.285995722,0.006650169,0.123704523,0.00770732,-0.01687895,-0.682115561,-0.024836906,-0.272413156
2012/5/8,0.020920886,0.46332455,0.006028472,-0.522144537,-0.357375476,0.06283965,0.057777244,-0.816650206,0.039864032,0.119211258,-0.15116011,-0.635952561,-1.032014378,-0.907238348,-0.193848499
2012/5/9,0.770878185,1.292986771,0.188890396,-0.868906234,-0.312866915,-0.164606211,0.07867656,1.072433511,-0.004139646,0.03720917,0.123868451,-0.960056844,-0.697882607,-0.024836906,-0.149716777
2012/5/10,0.020920886,-0.365079808,0.432565465,0.080877738,0.366809644,-0.284532211,0.04903214,0.234253771,0.006650169,0.01772102,0.062267851,0.272885945,-0.000979199,-0.489258717,-0.280282652
2012/5/11,0.020920886,0.459429307,-0.450685804,-0.309238013,-0.901259816,0.32221064,-0.288051862,-0.282617479,-0.004231866,-0.021986087,-0.04524849,-0.516755688,-0.704395723,-0.024836906,-0.34815857
2012/5/14,0.020920886,0.046533607,1.133298261,-1.293892747,0.424767684,0.505325236,-0.07534267,-1.326494709,0.02860186,0.13971178,-0.319655869,-1.549883742,-0.356005463,-0.024836906,1.02529506
2012/5/15,0.020920886,0.869760438,-0.358965073,-1.12813363,-1.017295458,0.231262371,-0.218702577,-0.861201148,0.006650169,0.03720917,-0.192347962,-0.832160866,0.355729654,0.452136847,-0.16147919
2012/5/16,-1.092765703,0.455606199,0.503000267,-0.563233063,-1.034571467,-0.313479866,0.044368084,0.555584341,-0.036509089,0.01795868,0.232769512,-0.652688298,-1.066057992,-0.489258717,-0.332068941
2012/5/17,-1.486607492,-0.769094206,0.188405156,-0.300248208,-1.247237128,0.136524591,-0.114705974,-2.285240204,-0.004518236,0.03720917,-0.459088338,-2.076578536,-1.441468539,-0.024836906,-0.307448393
2012/5/18,3.098465865,1.687889889,-0.034553365,0.185394173,-0.389182856,0.304345802,-0.187880673,-0.663596161,-0.027151551,0.056697321,-0.172342434,-1.051730129,1.834766363,0.929110599,-0.309510712
2012/5/21,-1.087224974,-0.764105657,0.309930088,0.715075556,0.038505301,0.107374504,-0.322298422,-1.014345013,0.018224697,-0.0205423,-0.192347962,2.080715273,2.149465602,-0.477350466,-0.382103006
2012/5/22,1.895814134,3.716858769,-0.561135345,-0.489919675,-0.158390091,-0.28170805,0.263428233,1.708294003,-0.016290338,0.057190692,0.457831704,0.001272306,0.347472505,-0.024836906,0.093816088
2012/5/23,-1.807792725,-0.350291302,1.201959055,-2.431891433,-0.958466917,0.193865879,-0.298881179,-1.301321347,-0.028391981,0.017477418,-0.262367311,0.162736885,-1.041517006,-0.024836906,-0.144554118
2012/5/24,0.395899536,1.240583335,1.058027998,0.217155256,0.096923433,-0.357960409,0.223934216,1.678394607,-0.041395042,-0.022735394,0.431353799,0.120780646,-0.000979199,-0.489258717,-0.366686376
2012/5/25,0.767109556,0.440996464,-0.115283328,-0.958550875,-0.567150775,0.031544888,-0.188834684,-0.025870975,0.006650169,0.016438905,0.093445298,-0.353363255,-0.352687461,0.452136847,-0.253866517
2012/5/28,0.020920886,0.046533607,-0.014290235,0.008611361,0.015338548,-0.05295097,-0.020928691,-0.025870975,0.006650169,0.03720917,0.00770732,-0.063764065,-0.000979199,-0.024836906,0.125360006
2012/5/29,0.020920886,0.439825951,0.379644913,-0.440089061,-0.19502765,-0.135223253,0.02646413,0.601731588,-0.0183145,0.016161968,0.171388914,1.417817867,-0.707698148,-0.024836906,-0.163211784
2012/5/30,1.498448699,0.830791121,0.954800522,-1.235775374,-1.131307522,0.623015895,-0.480046641,-2.459037837,0.032114131,0.122535667,-0.517437795,-1.980759752,-1.071105759,0.904006718,-0.356802097
2012/5/31,-0.341253614,0.046533607,1.094449472,-0.610198547,-1.479996899,0.294420891,-0.555175033,-2.10686895,0.044097171,0.118159949,-0.521850779,-0.368223573,0.360874493,-0.024836906,1.176080612
2012/6/1,1.112770483,0.436355724,0.0662061,0.8566179,-0.245831439,0.509791445,-1.804929869,-5.840424139,-0.017601224,0.094960641,-2.092873139,-3.359225793,-1.081346204,-0.024836906,0.141376216
2012/6/4,-0.696429574,-0.342145336,-0.527389915,1.139213592,0.003450207,-0.211917754,-0.510654504,0.523281268,-0.018072124,-0.018504013,-0.892541448,-0.049114912,1.095121306,-0.024836906,-0.420701588
2012/6/5,0.020920886,0.046533607,0.277706137,-0.860472937,-0.305667523,-0.05295097,-0.755517411,0.508439315,0.031862012,0.07571015,-1.792790217,0.702093444,1.439510141,-0.024836906,-0.462039088
2012/6/6,0.020920886,0.436355724,-0.376603392,1.483912277,1.444540874,-0.387916694,-11.77434822,4.136124973,-0.030433271,-0.056751555,0.00770732,3.018632288,1.059099224,-0.907238348,0.120989068
2012/6/7,0.020920886,0.823891494,-0.014290235,0.501512444,0.984386981,-0.115477905,1.028483767,2.98252827,0.070310073,0.097153734,1.293776988,-0.078000074,-0.349430903,-0.024836906,-0.003393765
2012/6/8,0.383095387,0.432946201,0.650326336,-1.272545922,-1.442327783,0.010852025,0.101502763,0.720147166,0.043027257,0.07571015,0.157748781,1.021338727,-0.000979199,-0.024836906,-0.440681578
2012/6/11,0.381337258,0.81711221,-0.11488538,0.338607359,0.98702419,0.134629835,-0.359969638,-0.744761185,0.030227911,0.07479346,-0.269292301,-1.751454155,-0.701124018,-0.024836906,2.551479682
2012/6/12,-0.696429574,-1.10265298,0.116503986,-0.395671164,0.569336765,-0.347889343,0.566742286,1.093156237,-0.039647944,-0.036211303,0.662433696,1.494289318,0.70573975,-0.489258717,-0.231387618
2012/6/13,0.020920886,0.046533607,-0.195352969,1.794305022,-0.043419436,0.142445702,-0.440693674,-1.791003186,0.042684077,0.094960641,-0.472425357,-1.002978667,-1.051196427,-0.024836906,-0.331611587
2012/6/14,-1.065602615,-1.112704175,0.156761791,0.18698011,-0.266790419,-0.298154637,0.566742286,1.524676535,-0.028391981,-0.037075074,0.662433696,1.38248266,-0.356005463,-0.501810658,-0.277460044
2012/6/15,0.756027546,0.826177841,-0.547427765,0.379859239,1.439936505,0.412675142,-0.545634919,-1.823096499,0.150785802,0.232090675,-0.712491695,1.318713163,1.069147361,0.955609141,-0.192835651
2012/6/18,0.020920886,0.046533607,-1.121723473,-0.806517675,0.143846394,-0.05295097,-0.020928691,-0.42126059,-0.01492946,0.019862575,0.00770732,0.129435602,-0.352687461,-0.489258717,0.0858536
2012/6/19,-0.34302898,-0.341008848,0.015964777,1.705539423,0.797518522,-0.11084628,0.142313247,0.781046606,0.006650169,0.03720917,0.407817883,1.24889397,1.412458698,0.452136847,-0.391562016
2012/6/20,-1.442050003,-1.119503223,0.540358801,0.170879327,0.224581509,-0.170926319,0.125989053,-0.413507853,-0.015301523,-0.015408836,0.00770732,-0.289276773,-0.347825135,-0.024836906,-0.192096389
2012/6/21,-0.352173449,-1.129852662,0.459272676,-1.715835175,-1.343186321,-0.298154637,0.24619448,0.764908255,-0.105033875,-0.08979981,0.498752102,-3.040825209,-2.091689422,-0.024836906,0.338348835
2012/6/22,0.020920886,0.442173965,-0.014290235,-0.601299405,-0.581270915,-0.38554105,0.544139556,1.875040636,-0.066803568,-0.081181344,0.779349121,0.895694933,0.357428268,-0.489258717,-0.117902564
2012/6/25,-0.354057763,0.046533607,-0.145178991,-0.961480501,-0.301547307,0.319233167,-0.510654504,-2.10686895,0.006650169,0.101204043,-0.442417064,-2.197402092,-0.357688052,-0.501810658,-0.069760821
2012/6/26,-1.486607492,-0.742392105,-0.064642349,-0.126408636,0.779536079,-0.185987002,-0.020928691,0.361765902,-0.032325283,-0.024292395,0.127740489,0.574490076,0.357428268,-0.024836906,-0.383428924
2012/6/27,0.405614008,0.443358517,-0.668919158,-0.201571319,-0.815926669,-0.05295097,-0.143360144,-1.166417942,0.006650169,0.03720917,-0.217354872,1.137789011,-0.357688052,0.465386118,-0.458665047
2012/6/28,0.786341222,0.837814322,0.076443385,-0.35210675,-0.525686855,0.155472147,-0.288051862,-0.025870975,0.006650169,0.079872419,-0.120899647,-0.345913975,-0.717794133,-0.024836906,1.389540995
2012/6/29,1.157335773,0.833118294,-0.41749368,3.547460909,2.174065093,-0.183215418,0.958522936,2.798340561,0.073660595,0.057979436,0.838706183,3.26882057,1.808289263,-0.024836906,-0.319203178
2012/7/2,-0.725267783,0.437505642,-0.448006844,-1.232873425,-0.066272343,0.218905269,-0.510654504,-1.791003186,0.057578092,0.119211258,-0.655633878,0.265122093,-0.707698148,-0.501810658,-0.39788388
2012/7/3,0.397802981,0.436355724,0.308694224,0.544227879,0.283608335,-0.17800484,0.566742286,0.74940278,0.055619326,0.056697321,0.457831704,0.769655299,0.712438507,0.465386118,0.406479907
2012/7/4,0.020920886,0.046533607,-0.014290235,0.008611361,0.015338548,-0.05295097,-0.020928691,-0.025870975,0.006650169,0.03720917,0.00770732,-0.063764065,-0.000979199,-0.024836906,-0.454844135
2012/7/5,0.395899536,0.823891494,0.369060586,-3.492636194,-1.976267455,0.142445702,-0.440693674,-1.144898188,0.053805654,0.114211131,-0.352392188,-0.690553582,-0.000979199,0.452136847,2.767186254
2012/7/6,0.020920886,-0.726291581,0.82252804,-1.518358977,-0.585189154,0.069650863,-0.314764179,-0.816650206,0.006650169,0.055564289,-0.442417064,-1.325201981,-1.061057622,-0.024836906,-0.411188362
2012/7/9,-1.844550787,0.046533607,0.680470672,0.252496705,0.33431241,0.182999728,-0.939164591,-2.085191887,0.029385849,0.07349745,-0.792513808,-0.282915928,-0.000979199,-0.489258717,-0.252871641
2012/7/10,-1.127209618,-0.73082428,-0.567485374,-0.661200826,0.003545271,0.056745407,-1.000380318,-1.405137075,0.028986977,0.09041839,-1.432690709,-1.150445317,0.715835734,-0.024836906,0.048800502
2012/7/11,-0.367800436,-1.126382496,0.267579719,-0.159442904,0.321983527,-0.158928826,2.917426191,0.468366044,-0.004325677,0.002893079,3.608702392,-0.065757848,-0.356005463,-0.501810658,-0.361546678
2012/7/12,0.41168811,0.440996464,0.488827658,-0.679501006,-1.244511001,0.001897219,-1.490106131,-0.99023589,-0.015492407,0.03720917,-1.192624371,-0.730694504,-1.071105759,-0.024836906,1.329013968
2012/7/13,0.020920886,0.046533607,0.55881419,0.515088538,1.497334882,0.00095156,-0.020928691,-0.532780738,0.029184648,0.054748506,-1.792790217,2.142426602,1.084581878,-0.024836906,-0.394980094
2012/7/16,-0.756521759,-0.740051079,-0.064517631,0.544334917,1.014995111,0.053026886,1.44824875,-0.546120469,0.039864032,0.089248957,0.00770732,-0.37325585,-0.000979199,-0.024836906,-0.384557436
2012/7/17,0.020920886,0.046533607,-0.60701997,-0.495058246,-0.241989476,-0.155454142,-1.490106131,1.577059897,-0.01492946,0.003623209,-3.593287753,0.927128718,0.355729654,-0.024836906,-0.292519472
2012/7/18,-2.336087768,-0.744747107,-0.366235117,0.421816257,0.284742378,3.80E-05,-0.020928691,-0.025870975,0.039577706,0.071525261,0.00770732,0.82961959,-0.000979199,0.465386118,-0.135442167
2012/7/19,0.020920886,0.444550183,0.327786959,-0.052469376,0.986104911,0.051260588,-0.020928691,-0.025870975,0.017349312,0.087588112,0.00770732,0.29959567,1.419125858,-0.501810658,-0.198681685
2012/7/20,-0.790508323,-1.143941121,0.086267023,-1.228677216,-1.020107278,0.199173768,10.26331339,-3.485530107,-0.0145698,0.053482781,-5.393785289,-1.409312434,-0.000979199,-0.024836906,-0.389253422
2012/7/23,-0.389276753,0.046533607,1.212315831,-0.760227869,-1.365316924,-0.006289078,0.162718489,-0.62494615,0.006650169,0.03720917,0.00770732,-1.255170909,-0.349430903,-0.515059929,1.674337107
2012/7/24,-0.391555628,-0.754309412,-0.004255296,-0.979560722,0.12144383,-0.05295097,0.305555185,-0.643667249,-0.047298903,-0.011113488,0.457831704,-1.272812099,-1.051196427,-0.024836906,-0.435298208
2012/7/25,0.020920886,0.44938929,0.206474969,1.095159286,-0.479532311,-0.098926658,-0.154490276,-0.025870975,-0.004617071,0.020592958,0.00770732,-0.105732375,-0.711031728,-0.024836906,0.01312963
2012/7/26,0.435701739,0.046533607,-0.415543276,2.292629162,2.425518981,-0.099612862,-0.167846435,1.249579396,0.018018009,0.03720917,-0.712491695,2.148260359,0.357428268,-0.529066301,-0.076567727
2012/7/27,-1.216508657,-0.355101301,-0.3354938,1.380801561,0.540080348,-0.289795421,-1.326864193,4.76673042,0.017917408,0.003623209,-4.193453598,2.487885202,2.852691627,-0.024836906,-0.439960824
2012/7/30,-0.398546756,-1.162033442,-0.164929916,-1.807664106,-0.379998674,0.100803788,5.855781072,-2.436783263,0.040155382,0.088683307,-2.242914601,-0.128411289,-0.688335985,-0.543896578,-0.062190551
2012/7/31,0.864622848,0.453096551,-1.842481474,1.00206462,-0.077883498,0.19129487,1.154413262,-2.222479948,0.071942379,0.136906445,7.209697465,-0.641043732,1.039558608,-0.024836906,-0.39049092
2012/8/1,-0.813301278,-0.358786025,0.690872085,-0.234640256,-1.033944334,-0.143569717,-0.347412566,1.209721572,-0.003701035,0.005950949,-0.712491695,-0.469030055,1.025369456,0.509951847,0.521512684
2012/8/2,0.442771867,-0.766592281,-0.1048543,-2.274839278,-1.110355308,0.040372814,0.608718784,-2.351692241,0.006650169,0.053154021,1.808204856,-1.049861778,-1.013520473,0.494222766,-0.227498664
2012/8/3,0.85985617,0.864678791,0.488914579,3.722652254,1.785129009,-0.18887909,-0.755517411,3.928025176,-0.014221931,0.005638367,-1.792790217,2.482494716,2.051718111,-0.024836906,-0.377021557
2012/8/6,0.020920886,-0.766592281,0.156665152,0.492169662,-0.276799388,0.04178681,0.272906797,-0.575023219,0.049090105,0.085531829,0.00770732,0.247730099,0.332054288,-0.529066301,0.108149144
2012/8/7,0.020920886,0.046533607,-0.758250502,0.008611361,0.401577618,-0.190878033,-0.755517411,1.668655947,0.006650169,0.005950949,-2.693038985,0.619163248,1.325286317,-0.543896578,-0.203877056
2012/8/8,0.020920886,-0.362538984,-0.557811189,-0.865580259,0.027018095,-0.245341539,-1.979831945,2.055126999,-0.044688464,-0.026570231,7.209697465,0.019259532,-0.652629139,-0.024836906,-0.288488688
2012/8/9,0.020920886,0.046533607,-0.326576406,-1.293684395,-0.405098295,-0.206705728,4.386603631,0.91553287,-0.004048975,0.003976745,1.088005841,-0.008449341,-0.658320405,-0.024836906,0.104639617
2012/8/10,0.435701739,0.046533607,0.187282949,0.313592188,0.670858452,0.05485409,-0.388223051,-0.025870975,0.017439983,0.054182721,-0.217354872,0.228901435,-0.664111957,0.509951847,-0.459576816
2012/8/13,0.433397401,0.456872678,0.106615642,0.632805288,0.14364149,-0.157162529,0.958522936,0.423435405,0.006650169,0.03720917,0.264921253,-0.231179854,-0.670006471,-1.06295625,1.720685836
