,AAA10Y,BAA10Y,DEXCHUS,DEXUSEU,DEXUSUK,DFII10,DFII20,DFII30,DFII5,DFII7,DLTIIT,SP500,T10YIE,TEDRATE,WLEMUINDXD
2012/5/31,-0.01,0,0.034678436,-0.020197044,-0.037199766,-0.119047619,-0.205128205,-0.181818182,-0.046153846,-0.072727273,-0.128205128,-0.013966089,0.011111111,0,6.929667519
2012/6/1,0.03030303,0.006097561,0.002437538,0.028154852,-0.006693033,-0.243243243,-0.548387097,-0.555555556,0.032258065,-0.058823529,-0.411764706,-0.152960682,-0.032967033,0,1.443880019
2012/6/4,-0.019607843,-0.006060606,-0.01550152,0.036674817,-0.000306279,0.107142857,0.071428571,0.083333333,0.03125,0.0625,0.05,0.000782954,0.034090909,0,-0.746807879
2012/6/5,0,0,0.008953381,-0.027358491,-0.008272059,0,0.066666667,0.076923077,-0.03030303,-0.039215686,0.047619048,0.040905281,0.043956044,0,-0.947224394
2012/6/6,0,0.006097561,-0.011015912,0.047526673,0.037071362,0.193548387,0.5,0.571428571,0.046875,0.102040816,0.318181818,0.159070167,0.031578947,-0.066666667,2.869135802
2012/6/7,0,0.012121212,0,0.015277778,0.024426571,0.027027027,0.208333333,0.318181818,-0.074626866,-0.055555556,0.172413793,-0.000648448,-0.010204082,0,1.100829611
2012/6/8,0.01,0.005988024,0.020420792,-0.039215686,-0.036056993,-0.026315789,0.034482759,0.068965517,-0.048387097,-0.039215686,0.029411765,0.049453096,0,0,-0.928918591
2012/6/11,0.00990099,0.011904762,-0.003032141,0.010441386,0.024736048,-0.081081081,-0.1,-0.064516129,-0.033898305,-0.040816327,-0.057142857,-0.073885969,-0.020618557,0,32.04700855
2012/6/12,-0.019607843,-0.017647059,0.003953771,-0.01268201,0.013835737,0.147058824,0.148148148,0.103448276,0.070175439,0.085106383,0.121212121,0.072722938,0.021052632,-0.035714286,-0.020561231
2012/6/13,0,0,-0.005452893,0.05661275,-0.0014518,-0.076923077,-0.129032258,-0.15625,-0.049180328,-0.058823529,-0.108108108,-0.041342521,-0.030927835,0,-0.423554265
2012/6/14,-0.03,-0.017964072,0.005178191,0.005402972,-0.006978773,0.111111111,0.148148148,0.148148148,0.051724138,0.083333333,0.121212121,0.065940181,-0.010638298,-0.037037037,-0.214841961
2012/6/15,0.020618557,0.012195122,-0.016060606,0.011195701,0.035431918,-0.175,-0.161290323,-0.161290323,-0.196721311,-0.192307692,-0.162162162,0.059772915,0.032258065,0.076923077,0.144107351
2012/6/18,0,0,-0.033877425,-0.024357839,0.00311086,0,0,-0.038461538,0.040816327,0.023809524,0,0.007963548,-0.010416667,-0.035714286,1.324579296
2012/6/19,-0.01010101,-0.006024096,0.000956328,0.051747617,0.018889202,0.03030303,0.038461538,0.08,0,0,0.064516129,0.053756872,0.042105263,0.037037037,-0.65789185
2012/6/20,-0.040816327,-0.018181818,0.017515924,0.004747518,0.004980631,0.058823529,0.037037037,-0.037037037,0.039215686,0.069767442,0,-0.008850242,-0.01010101,0,0.149086246
2012/6/21,-0.010638298,-0.018518519,0.014710485,-0.050257732,-0.032213656,0.111111111,0.071428571,0.076923077,0.188679245,0.152173913,0.090909091,-0.11767917,-0.06122449,0,2.420758929
2012/6/22,0,0.006289308,0,-0.018543645,-0.014509246,0.125,0.166666667,0.178571429,0.095238095,0.113207547,0.166666667,0.042027576,0.010869565,-0.035714286,0.425774878
2012/6/25,-0.010752688,0,-0.00400987,-0.029953917,-0.007794457,-0.111111111,-0.171428571,-0.181818182,0,-0.050847458,-0.119047619,-0.09033462,-0.010752688,-0.037037037,0.608009153
2012/6/26,-0.043478261,-0.0125,-0.001548467,-0.004275534,0.018911842,0.05,0,0.037037037,0.043478261,0.053571429,0.027027027,0.029232132,0.010869565,0,-0.604383094
2012/6/27,0.011363636,0.006329114,-0.02016129,-0.006679389,-0.020274129,0,-0.034482759,-0.107142857,0,0,-0.052631579,0.053723501,-0.010752688,0.038461538,-0.916636691
2012/6/28,0.02247191,0.012578616,0.002849003,-0.011527378,-0.01340717,-0.071428571,-0.071428571,0,0,-0.033898305,-0.027777778,-0.012079787,-0.02173913,0,9.272923409
2012/6/29,0.032967033,0.01242236,-0.012626263,0.114188533,0.054062038,0.051282051,0.230769231,0.28,-0.069444444,-0.01754386,0.171428571,0.144119055,0.055555556,0,-0.369106374
2012/7/2,-0.021276596,0.006134969,-0.013746803,-0.036633232,-0.001961883,-0.097560976,-0.15625,-0.15625,-0.059701493,-0.071428571,-0.170731707,0.012741034,-0.021052632,-0.037037037,-0.700732357
2012/7/3,0.010869565,0.006097561,0.010372771,0.016296967,0.00645886,0.054054054,0.148148148,0.074074074,-0.063492063,-0.019230769,0.088235294,0.03195884,0.021505376,0.038461538,3.031145717
2012/7/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.921495585
2012/7/5,0.010752688,0.012121212,0.012191209,-0.105122494,-0.047712054,-0.076923077,-0.129032258,-0.103448276,-0.06779661,-0.078431373,-0.081081081,-0.023436078,0,0.037037037,20.86643234
2012/7/6,0,-0.011976048,0.026307448,-0.050273768,-0.014942866,-0.055555556,-0.074074074,-0.076923077,0,-0.021276596,-0.088235294,-0.048071548,-0.031578947,0,-0.726169426
2012/7/9,-0.053191489,0,0.02130945,0.008385744,0.008030934,-0.117647059,-0.2,-0.208333333,-0.036363636,-0.043478261,-0.129032258,-0.008690546,0,-0.035714286,-0.114763722
2012/7/10,-0.033707865,-0.012121212,-0.016631388,-0.022869023,-0.000295072,-0.066666667,-0.1,-0.157894737,-0.037735849,-0.068181818,-0.148148148,-0.043399281,0.02173913,0,1.205570292
2012/7/11,-0.011627907,-0.018404908,0.008610086,-0.005851064,0.007674144,0.071428571,0.111111111,0.0625,0.019607843,0.048780488,0.086956522,-8.26E-05,-0.010638298,-0.037037037,-0.548406494
2012/7/12,0.011764706,0.00625,0.015243902,-0.024077047,-0.031341535,-0.033333333,-0.15,-0.117647059,0.038461538,0,-0.08,-0.027619519,-0.032258065,0,6.82023968
2012/7/13,0,0,0.017117117,0.018092105,0.037798609,-0.034482759,-0.058823529,-0.066666667,-0.037037037,-0.023255814,-0.043478261,0.093491275,0.033333333,0,-0.650945003
2012/7/16,-0.023255814,-0.01242236,-0.001476233,0.018847604,0.0247669,-0.071428571,-0.0625,-0.071428571,-0.057692308,-0.071428571,-0.090909091,-0.012191807,0,0,-0.633536585
2012/7/17,0,0,-0.017445299,-0.01744186,-0.006255331,0.076923077,0.133333333,0.230769231,0.040816327,0.051282051,0.2,0.039424551,0.010752688,0,-0.290515807
2012/7/18,-0.071428571,-0.012578616,-0.010532651,0.014523938,0.00658083,-0.035714286,0,0,-0.058823529,-0.048780488,0,0.034450159,0,0.038461538,0.420731707
2012/7/19,0,0.006369427,0.010340633,-0.002120891,0.023592951,-0.074074074,-0.058823529,0,-0.020833333,-0.076923077,0,0.013635533,0.042553191,-0.037037037,0.120831958
2012/7/20,-0.025641026,-0.018987342,0.003010235,-0.04303932,-0.024715357,-0.2,-0.4375,-0.4375,0.042553191,-0.027777778,-0.25,-0.04994951,0,0,-0.703387334
2012/7/23,-0.013157895,0,0.036614646,-0.027762354,-0.033599089,-0.05,-0.111111111,-0.111111111,0,0,0,-0.046084349,-0.010204082,-0.038461538,10.61171797
2012/7/24,-0.013333333,-0.012903226,0.000289519,-0.036550543,0.002651738,0,-0.25,-0.125,0.102040816,0.085714286,-0.055555556,-0.048589279,-0.030927835,0,-0.822799966
2012/7/25,0,0.006535948,0.006367583,0.041493776,-0.012342051,0.052631579,0.166666667,0,0.018518519,0.026315789,0,-0.001756734,-0.021276596,0,1.114864865
2012/7/26,0.013513514,0,-0.01150417,0.084234491,0.060696221,0.05,0.142857143,0.285714286,-0.018181818,0,0.117647059,0.092726054,0.010869565,-0.04,0.628023733
2012/7/27,-0.04,-0.006493506,-0.009310445,0.047244094,0.012622721,0.238095238,1,0.888888889,-0.018518519,0.051282051,0.368421053,0.099505349,0.086021505,0,-0.862349313
2012/7/30,-0.013888889,-0.019607843,-0.004405286,-0.060150376,-0.009418283,-0.115384615,-0.25,-0.294117647,-0.056603774,-0.073170732,-0.192307692,-0.002336612,-0.01980198,-0.041666667,0.923625255
2012/7/31,0.028169014,0.006666667,-0.053687316,0.034666667,-0.002237136,-0.217391304,-0.333333333,-0.333333333,-0.12,-0.157894737,-0.19047619,-0.020903975,0.03030303,0,-0.778718899
2012/8/1,-0.02739726,-0.006622517,0.021820449,-0.008247423,-0.025224215,0.111111111,0.25,0.25,0.022727273,0.0625,0.117647059,-0.014923775,0.029411765,0.043478261,6.074162679
2012/8/2,0.014084507,-0.013333333,-0.002745577,-0.077962578,-0.02760207,-0.1,-0.3,-0.4,0,-0.029411765,-0.157894737,-0.036751114,-0.028571429,0.041666667,-0.005410889
2012/8/3,0.027777778,0.013513514,0.015295197,0.135851184,0.044352454,0.166666667,0.714285714,1,0.044444444,0.060606061,0.375,0.097791323,0.058823529,0,-0.663039782
2012/8/6,0,-0.013333333,0.005122025,0.015880893,-0.007078143,-0.095238095,-0.083333333,-0.083333333,-0.085106383,-0.085714286,-0.090909091,0.011105018,0.009259259,-0.04,1.876892028
2012/8/7,0,0,-0.022182254,0,0.009409752,0.157894737,0.272727273,0.272727273,0,0.0625,0.15,0.024135593,0.036697248,-0.041666667,0.098912662
2012/8/8,0,-0.006756757,-0.016554261,-0.028334148,0.000282486,0.181818182,0.285714286,0.285714286,0.11627907,0.117647059,0.173913043,0.00287965,-0.017699115,0,-0.271305458
2012/8/9,0,0,-0.009663342,-0.043237808,-0.01016662,0.115384615,0.166666667,0.111111111,0.020833333,0.052631579,0.111111111,0.001914255,-0.018018018,0,1.514235655
2012/8/10,0.013513514,0,0.006295247,0.010509721,0.015977175,-0.068965517,-0.047619048,0,-0.020408163,-0.025,-0.033333333,0.010112989,-0.018348624,0.043478261,-0.955923345
2012/8/13,0.013333333,0.006802721,0.003753519,0.021320853,0.00308902,0.074074074,0.1,0.05,0,0,0.034482759,-0.00573963,-0.018691589,-0.083333333,21.32806324
2012/8/14,0.013157895,0.006756757,-0.007790589,-0.00509165,0.00055991,0.172413793,0.272727273,0.285714286,0.0625,0.128205128,0.2,-0.000590396,0.028571429,0.045454545,0.056824217
2012/8/15,0.025974026,0.013422819,0.010364322,-0.0209826,-0.001678791,0.235294118,0.321428571,0.333333333,0.137254902,0.159090909,0.222222222,0.005251067,-0.009259259,0.043478261,3.081072027
2012/8/16,0,-0.006622517,0.012433945,0.035546262,0.014573991,0.071428571,0.108108108,0.111111111,0.034482759,0.039215686,0.090909091,0.032582436,0,0,-0.995854539
2012/8/17,0,-0.006666667,-0.02425545,-0.020696618,-0.011325967,-0.022222222,-0.024390244,0,0.033333333,0.018867925,0,0.008378652,-0.009345794,0,1.504950495
2012/8/20,-0.037974684,-0.013422819,0.00377596,0.01443299,0.002794077,0,0,0,0.016129032,0.018518519,-0.020833333,-9.41E-05,0.009433962,-0.083333333,16.25296443
2012/8/21,0,0,-0.010344828,0.06554878,0.022568961,-0.045454545,-0.05,-0.075,-0.031746032,-0.036363636,-0.042553191,-0.015553465,0,0,-0.506758305
2012/8/22,-0.013157895,-0.006802721,-0.013937282,0,0.003269755,-0.238095238,-0.236842105,-0.216216216,-0.180327869,-0.20754717,-0.177777778,0.001019303,0.009345794,0,-0.904784022
2012/8/23,-0.013333333,-0.01369863,0.006424671,0.052932761,0.022270505,-0.21875,-0.206896552,-0.172413793,-0.16,-0.166666667,-0.162162162,-0.036307516,0.037037037,0,73.28780488
2012/8/24,0.013513514,0.006944444,0.00223428,-0.022644928,-0.017800213,0.08,0.043478261,0,0.071428571,0.057142857,0,0.02988278,-0.017857143,0,-0.889355834
2012/8/27,-0.026666667,-0.013793103,0.005095541,-0.008804449,-0.004057344,-0.148148148,-0.166666667,-0.166666667,-0.111111111,-0.135135135,-0.129032258,-0.002212248,0.009090909,0,1.559050445
2012/8/28,-0.01369863,0,-0.010456274,0.023375409,0.007604563,-0.173913043,-0.2,-0.15,-0.05,-0.0625,-0.111111111,-0.003663121,0.027027027,0,-0.904220779
2012/8/29,-0.027777778,0,-0.003842459,-0.01187757,0.00296496,0.210526316,0.1875,0.176470588,0.078947368,0.1,0.125,0.003837843,-0.01754386,-0.090909091,24.47941889
2012/8/30,0.071428571,0.006993007,-0.006107361,-0.018955155,-0.012093523,0.043478261,0.157894737,0.1,0,0,0.074074074,-0.035372358,-0.035714286,0.1,-0.672431816
2012/8/31,-0.013333333,0.006944444,-0.003234153,0.038171536,0.019042437,-0.208333333,-0.227272727,-0.227272727,-0.243902439,-0.242424242,-0.172413793,0.023646961,-0.009259259,0.045454545,-0.08616188
2012/9/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.439047619
